Date,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,Count
5/24/2020,0,7,1,1,16,4,19,5,2,4,5,0,5,0,65,12,0,0,7,68,61,1,7,17,5,9,0,7,1,3,1,50,9,2,146,15,0,1,28,11,10,0,7,13,0,12,0,11,3,0,0,651
5/25/2020,0,8,1,5,15,3,49,8,6,15,23,0,7,0,29,6,3,0,18,44,162,0,13,13,4,10,0,10,1,0,1,13,3,2,92,18,2,0,15,13,5,0,2,8,1,34,0,9,3,0,0,674
5/26/2020,0,14,2,2,57,19,26,0,4,6,48,0,7,3,39,18,2,3,11,57,4,1,27,18,1,17,1,12,0,3,4,48,5,0,102,15,5,0,13,13,6,0,4,8,3,25,0,8,3,2,1,667
5/27/2020,0,3,1,23,89,41,33,5,9,60,40,0,22,1,158,21,1,6,19,74,29,2,68,33,9,18,0,29,2,9,9,148,4,3,97,41,4,0,113,21,20,4,10,25,4,46,0,17,23,0,1,1395
5/28/2020,0,22,5,25,81,29,25,8,1,45,31,0,15,0,103,35,3,9,19,93,19,3,37,35,11,23,0,0,1,1,9,62,6,8,96,56,3,3,108,22,4,0,3,40,1,55,1,11,11,0,1,1179
5/29/2020,0,5,7,29,81,14,42,7,10,49,32,0,20,0,84,39,0,9,44,77,0,1,34,29,30,17,0,65,2,5,5,130,9,3,98,33,3,0,91,38,13,5,8,26,2,22,0,5,18,0,0,1241
5/30/2020,0,8,1,16,67,7,44,2,5,35,1,0,7,0,61,0,0,13,0,51,45,4,58,31,34,13,0,21,0,0,5,102,7,4,40,17,5,2,72,3,0,1,5,22,0,12,0,7,20,0,0,848
5/31/2020,0,11,0,14,30,2,30,4,5,4,40,0,5,0,60,23,0,0,5,78,26,0,28,14,1,11,0,0,0,1,3,63,5,1,77,5,0,0,0,2,11,0,0,24,0,5,0,0,4,0,0,592
6/1/2020,0,14,0,0,0,12,0,2,2,9,39,0,5,1,22,9,1,8,5,182,22,0,23,10,1,5,0,21,2,9,0,25,6,3,112,52,0,1,0,0,6,2,1,6,5,15,0,6,3,2,2,651
6/2/2020,0,7,3,25,144,16,30,2,5,70,26,0,22,0,113,45,6,3,33,52,153,5,37,22,10,28,0,23,4,3,11,49,5,1,79,53,6,3,130,12,1,0,10,20,0,16,0,5,12,2,0,1302
6/3/2020,0,0,5,39,69,20,17,3,2,35,23,0,6,0,96,9,4,8,36,72,46,1,19,14,4,15,0,18,1,5,9,110,8,3,69,41,2,2,75,10,17,0,7,36,4,19,0,6,9,1,0,995
6/4/2020,0,1,9,15,68,17,18,2,10,43,25,0,13,0,115,21,0,7,13,51,41,0,25,29,2,12,0,18,0,1,8,90,8,9,91,39,3,0,75,14,7,2,13,33,0,16,0,3,10,1,0,978
6/5/2020,0,19,1,15,83,11,31,4,3,53,9,0,10,0,59,28,8,8,29,32,32,3,258,33,10,9,1,7,5,1,5,78,4,3,53,18,1,2,68,16,13,1,9,21,4,10,0,11,7,5,0,1091
6/6/2020,0,14,2,31,69,4,17,4,2,28,11,0,10,0,68,32,0,4,13,54,41,0,36,21,9,8,0,25,1,1,5,57,5,5,69,16,2,0,45,0,7,0,9,29,0,7,0,4,12,0,0,777
6/7/2020,0,3,0,10,28,0,16,6,8,12,3,0,4,0,41,11,0,0,11,27,18,1,4,16,0,6,0,3,0,0,3,68,4,1,45,7,1,3,12,0,1,0,1,12,0,11,0,6,1,0,0,404
6/8/2020,0,25,2,0,25,16,13,2,0,11,92,0,5,0,20,14,4,2,6,37,11,0,17,11,12,20,0,11,0,1,0,41,4,3,55,26,0,0,10,27,11,0,3,6,3,6,0,2,0,0,0,554
6/9/2020,1,11,6,24,92,11,10,4,12,54,16,0,15,2,94,23,0,6,13,54,41,1,32,21,20,10,0,23,0,3,8,89,4,2,69,18,5,5,61,9,11,3,12,21,3,17,0,15,15,0,0,966
6/10/2020,0,16,4,25,105,20,26,4,3,35,62,0,7,0,77,14,4,6,12,47,29,0,10,19,9,21,0,17,1,4,7,74,6,1,66,36,2,0,48,4,7,1,2,32,1,19,0,13,9,1,1,907
6/11/2020,0,11,6,29,74,11,26,3,1,47,42,0,9,0,90,25,0,10,18,37,26,0,29,13,12,0,0,17,1,17,7,65,10,1,53,33,2,2,51,11,12,4,5,35,4,9,0,5,11,1,0,875
6/12/2020,1,14,5,15,56,12,13,4,0,30,32,0,4,1,75,17,3,4,10,47,33,0,7,25,10,13,0,28,0,4,7,47,6,0,78,18,2,2,49,10,5,1,25,17,7,13,0,9,7,2,0,768
6/13/2020,0,4,1,45,71,3,27,5,5,48,22,0,7,0,29,17,0,1,8,38,26,0,23,9,7,8,0,13,0,0,3,98,5,1,62,46,0,1,49,0,6,1,4,18,0,8,0,9,3,0,0,731
6/14/2020,0,0,2,3,27,1,14,4,3,6,5,0,1,0,19,9,0,0,9,48,20,0,3,15,0,2,1,5,0,0,2,37,4,1,43,3,0,2,4,12,1,0,2,19,0,4,0,4,1,0,0,336
6/15/2020,0,6,3,6,33,5,3,0,1,7,55,0,3,2,18,11,3,6,5,23,11,1,3,6,2,4,0,9,0,4,0,49,5,1,33,16,0,4,29,6,2,0,8,7,4,5,0,3,2,0,0,404
6/16/2020,0,11,6,26,82,13,6,5,1,55,31,0,8,0,72,14,0,6,23,18,18,0,16,9,2,20,0,34,0,11,6,49,7,2,46,23,4,2,33,14,5,2,10,47,2,19,0,4,8,0,0,770
6/17/2020,0,5,9,20,81,10,10,3,2,25,47,0,10,0,87,24,1,7,20,69,28,1,2,12,26,23,1,14,0,3,4,41,5,6,38,15,1,1,43,11,11,1,5,33,4,11,0,1,10,0,0,781
6/18/2020,0,19,11,33,74,5,7,4,5,43,19,0,5,1,52,15,0,2,0,36,25,0,26,18,37,0,0,8,1,5,1,33,4,3,33,22,2,4,42,9,3,0,11,43,3,7,1,19,7,0,0,698
6/19/2020,0,12,6,40,66,4,12,3,2,43,34,0,4,0,43,23,9,3,22,30,17,0,6,20,3,0,0,22,1,5,6,38,8,3,87,34,1,1,38,0,18,3,6,34,3,17,0,10,10,0,2,749
6/20/2020,0,17,10,26,68,4,13,1,1,40,1,0,1,0,45,19,8,2,20,27,22,0,19,11,8,0,0,15,0,0,2,22,2,7,23,30,1,1,20,9,5,0,9,23,0,5,0,10,14,0,0,561
6/21/2020,0,1,1,2,21,0,9,2,1,17,0,0,4,0,22,4,0,2,1,28,11,0,3,8,1,0,0,8,1,0,0,14,3,2,50,3,1,1,4,0,9,0,2,16,3,4,0,4,0,1,0,264
6/22/2020,0,1,2,3,58,4,3,2,0,11,16,0,1,0,24,13,0,0,12,16,14,0,6,4,5,38,1,3,0,5,0,24,0,3,43,4,0,2,3,9,5,0,5,10,0,9,0,6,1,1,0,367
6/23/2020,0,24,10,53,57,10,14,2,68,64,41,0,2,0,35,14,0,11,18,19,15,0,12,9,5,13,0,27,1,7,4,54,7,2,50,30,2,0,38,3,16,2,11,27,5,22,0,9,5,2,0,820
6/24/2020,0,25,3,68,101,2,10,4,1,45,28,0,2,1,63,8,0,1,18,48,16,1,6,4,9,22,0,20,0,1,4,45,4,2,19,20,1,3,54,6,10,1,14,28,0,17,0,9,8,0,0,752
6/25/2020,0,6,0,21,81,1,11,2,2,46,33,0,3,0,40,9,1,8,12,24,17,0,18,9,7,5,0,19,0,2,10,25,5,1,28,17,3,2,38,8,8,3,10,47,1,16,0,7,8,0,0,614
6/26/2020,0,11,9,51,61,8,9,3,0,39,23,0,8,0,38,9,2,7,26,45,19,0,3,5,8,6,1,2,0,6,8,42,4,3,46,16,2,4,23,7,1,1,10,32,2,26,0,5,1,0,0,632
6/27/2020,0,12,10,44,33,0,4,2,0,24,2,1,2,1,26,21,3,1,0,24,15,1,19,6,6,13,0,26,0,1,2,1887,2,2,30,16,7,1,23,0,15,3,9,42,1,23,0,6,11,1,0,2378
6/28/2020,0,0,5,9,32,0,5,2,0,28,2,0,0,0,15,3,1,4,9,10,8,0,4,8,0,4,0,4,1,0,0,26,1,0,32,3,1,0,3,0,5,0,0,27,0,8,0,0,0,0,0,260
6/29/2020,0,11,1,0,46,8,2,1,0,28,17,0,4,0,14,5,2,2,4,12,9,1,4,10,11,20,0,3,0,2,0,17,1,4,0,11,0,2,9,19,5,0,8,10,1,8,0,10,0,0,0,322
6/30/2020,0,19,5,44,105,7,2,0,1,57,13,0,6,1,21,15,2,5,23,-1,11,0,32,5,16,14,0,16,0,5,4,45,4,3,639,45,2,3,35,4,18,0,12,21,4,24,0,12,7,0,0,1306
7/1/2020,2,24,7,88,79,7,4,2,1,47,26,0,4,0,28,8,2,7,18,29,19,0,5,4,3,9,0,27,1,1,2,43,3,4,14,14,2,1,36,6,24,2,5,60,1,24,0,7,2,0,0,702
7/2/2020,0,13,2,0,223,0,2,1,2,67,19,0,0,0,0,13,0,9,17,50,6,0,13,13,5,10,0,17,0,6,2,29,3,13,23,0,6,1,27,0,18,0,10,44,3,29,0,3,7,0,0,706
7/3/2020,0,21,2,68,-71,4,9,1,0,67,4,1,3,0,54,19,0,4,22,16,14,2,3,8,0,11,1,10,0,2,1,57,8,4,22,27,2,0,34,4,9,3,13,50,5,28,0,9,3,0,0,554
7/4/2020,0,1,5,17,18,0,0,2,2,18,3,0,1,0,9,6,0,0,0,24,13,2,4,0,0,4,0,7,0,0,0,25,2,2,20,3,0,4,3,0,19,0,4,33,0,6,0,2,0,1,0,260
7/5/2020,0,0,1,2,6,0,0,2,0,29,1,0,0,0,6,0,0,0,11,12,4,0,0,4,-4,5,0,1,0,0,5,22,0,4,40,4,0,2,4,0,8,0,10,28,2,5,0,5,0,1,0,220
7/6/2020,0,0,5,3,112,1,3,2,0,47,23,0,1,2,6,11,7,8,8,15,10,1,3,3,1,2,0,2,0,-1,1,18,2,3,14,16,1,0,1,0,5,1,5,18,7,0,0,11,0,0,0,378
7/7/2020,0,26,9,117,115,4,0,0,2,62,20,0,3,0,36,20,1,9,23,15,12,0,30,3,12,44,0,22,4,-1,2,51,4,11,18,43,6,5,33,9,20,1,12,61,4,27,0,12,8,0,0,915
7/8/2020,0,25,4,35,147,9,5,3,1,49,21,0,7,4,36,15,1,6,20,30,17,1,11,7,3,30,0,20,1,3,2,52,8,5,17,21,3,4,26,2,38,0,22,98,7,24,0,10,3,0,1,854
7/9/2020,0,10,4,76,139,2,5,4,1,120,14,0,8,2,19,0,5,4,16,25,11,0,8,4,4,15,2,19,0,0,1,115,6,21,35,15,3,6,36,3,22,3,22,105,1,50,0,14,2,0,0,977
7/10/2020,0,36,4,44,103,18,0,0,0,93,55,0,3,1,25,5,0,8,25,28,16,0,15,5,13,11,3,17,0,0,3,31,6,5,24,25,6,2,32,2,24,6,13,95,5,5,0,14,5,0,0,831
7/11/2020,0,10,6,69,74,1,0,0,-1,95,4,0,5,1,24,19,-3,2,23,14,8,3,28,3,9,15,1,12,2,2,1,43,4,10,2,3,5,0,17,0,18,2,15,99,5,4,0,0,6,1,0,661
7/12/2020,3,7,2,86,23,0,0,0,0,45,3,0,1,0,19,4,6,3,13,14,12,0,1,3,0,18,0,15,0,0,0,16,2,4,21,21,1,2,7,0,10,0,3,80,3,2,0,12,0,0,0,462
7/13/2020,0,2,2,8,47,2,22,0,0,34,17,3,4,0,6,2,4,4,7,6,12,0,6,2,14,1,3,7,0,3,0,18,3,0,47,6,2,3,7,8,11,0,6,43,0,9,0,-37,0,1,0,345
7/14/2020,0,41,8,92,141,10,2,3,6,132,37,0,3,1,27,13,0,6,22,10,12,0,5,3,9,22,2,41,1,0,1,19,3,19,16,7,4,7,20,1,23,0,19,86,11,17,0,7,6,0,1,916
7/15/2020,0,47,4,97,129,6,8,3,0,112,37,0,2,7,8,10,4,10,14,27,7,0,4,7,10,17,0,14,0,3,2,60,6,7,24,7,4,3,26,2,0,2,17,111,7,15,0,21,1,1,0,903
7/16/2020,0,19,6,58,123,2,9,3,0,157,13,0,19,4,26,10,0,5,24,13,5,1,18,17,11,17,1,0,1,9,1,31,5,7,20,29,6,2,16,1,69,4,13,129,1,8,0,6,4,1,2,926
7/17/2020,0,35,11,91,54,6,7,0,2,116,27,1,5,0,21,8,3,8,24,21,-38,2,7,7,8,24,2,41,1,2,0,19,3,11,14,9,7,5,19,2,25,1,29,174,1,12,0,7,2,1,0,837
7/18/2020,1,21,4,145,157,1,0,1,0,102,36,1,5,5,18,17,0,9,0,18,60,0,10,5,8,18,0,23,0,0,1,12,4,9,19,20,6,3,15,0,39,0,13,130,8,2,0,7,10,0,0,963
7/19/2020,0,1,1,33,13,0,0,1,0,87,6,0,5,0,5,2,4,3,34,12,9,0,2,3,0,10,0,5,2,0,2,10,2,1,21,42,0,3,8,0,21,2,6,93,0,0,0,6,1,0,0,456
